,seq_id,ratio area,ratio depth,both
0,rewrite -z ; rewrite -z ; balance ; balance ; refactor -z ; refactor ; refactor ; lut_opt,1.0123076923076924,0.8333333333333334,1.8456410256410258
1,balance ; balance ; refactor ; refactor ; lut_opt ; refactor ; rewrite ; lut_opt,1.0061538461538462,1.0,2.006153846153846
